Sentiment,Feedback
positive,"I foolishly purchased the HARMONY FARMS Healthy & Holistic Adult Dog Food, since it had more for the same price(why it had good reviews is beyond me). My dogs will not touch the harmony farms, yet love this dog food. My Negative0 wk. old pup had ""slimmy poop"", until the day I feed her this food. Both my dogs love it.Newman's Own Organics Adult Dog Food Formula is the way to go."
Negative,The chicken is not organic. It is the MAIN ingredient. This is NOT organic dog food. It is marketing lies to fool you into thinking you are paying more for quality ingredients when you are not getting organic chicken.
positive,"We only feed our dog dry food, and it has to be good dog food. Newman brands are high quality, and I can get it delivered on a periodic basis and a fixed price thru Amazon. Ginger likes it and it keeps her healthy. I have learned over the years that this man, and his company, are highly moral and deliver fine quality products they stand behind."
positive,My three little dogs love this food and I love it too sense it is organic and has no animal by products.
positive,"This dogfood has never been recalled, has protein as the first two ingredients, and is organic. Doesnt make my dog throw up like when she tries other dogfoods full of fat and fakeness. Cant get better!"
positive,Excellent I needed a dog food without copper as an ingredient and found Newmansbon the Internet. It has proven to be a great choice and my dog had thrived
positive,"I feel better about feeding this product to my dogs.  I was using another popular brand,<br />but it contained a lot of fillers.  One of my dogs is ""pickier,"" so he would prefer a meatier<br />taste, but he does clean it up eventually."
positive,"Good product. Dogs are vary satified with it.  Would like to have in a larger bag(Negative0 lbs.), if this could/would be an option."
positive,"My dog has been eating this food for the last three years.  Every food I fed him before this caused smelly gas problems.  He almost never has gas on this food.  Also, people often comment on how good he smells.  However, when he goes to grandma's and eats junk food for a week or two he always comes home smelling like a dog.  It's totally the food.  On top of that, he loves it.  Love it!"
positive,"We were looking for an organic food after the melamine poisoning of pet food debacle. Newman's Own dry foods for cats and dogs are manufactured in the US per their corporate veterinarian. Newman's Own is up front about their ingredients. For an organic food it is affordable. Also it has been great at keeping skin issues under control. Lastly Newman's Own is listed as a ""More Responsible Pet Food Company"" on several websites."
positive,Newman's Own Food is one of the best on the market.  It is a natural healthy food for my senior dog.
positive,I am very pleased with this product and would definitely recommend it.  All Negative of my dogs (Negative Jack Russells and Negative dachshund) enjoy Newman's Own Dog Food and I liked knowing it was organic.  The kibbles are a perfect size for easy chewing.  My dogs enjoyed Newman's Own for about Negative months but then only nibbled on it so I decided to alternate it each month with another dog food to give my dogs some variety.
positive,"Researched the company, researched the ingredients. Customer Service people are great. Sent free coupons when e-mailed with a question about which of their cat foods best for my two kitties (regular or advanced).  Received good answers and not rote replies. This food is made in the USA with products from the USA and has all the ingredients I think are good for my cats. The two of them love, love this dry food and I have to ration it or they would chow day all day. I don't leave food out for any pet, cat or dog, to eat at will. They do not like Newman's canned food however so I don't force it on them."
positive,This gum is amazing. The flavor burst in your mouth and it also has a wonderful refreshing sensation.<br />We love it. (My husband and I.
Negative,"I bought a big pack of this gum.  The flavor (Kiwi Watermelon) is ok, but it didn't last long, I found I would usually pop a new piece in my mouth after about Negative-Negative minutes to get another shot of flavor.  I Wouldn't really recommend this gum, it's not horrible, but not that great either."
Negative,"this gum is the worst i have ever purchased, plain and simple. within two seconds of chewing taste gone!"
Negative,"Tastes very good.  I really like the taste.<br /><br />But then it is gone.  Like it was never there.  So fleeting.<br /><br />Takes two pieces to really enjoy, also.<br /><br />And be VERY careful not to eat it.  Seriously, it is hard not to swallow it.  Laugh all you want.  You try it and see what I mean."
Negative,"I've never had an allergic reaction to any food, or anything else, in my life.  But within Negative0 seconds of starting to chew a piece of this gum, my throat began to burn and my airway became constricted.  That's strange, because I've been chewing spearmint and peppermint ice cubes for a while now with no reaction.  I ""tasted"" another piece from another pack (we get this stuff free at the dining facility here in Iraq), and again, my throat started burning.  So, if you have a history of food allergies, you might not want to try this flavor."
positive,I'm really picky about the gum I chew.  This is great and the flavor lasts a long time.  I recommend it.
positive,"This is great cheese, a little sharp yet creamy, with slight bits of crunchy. Great with a micro brew. The Merlot and Raspberry are yummy too."
positive,"My baby loves this apple sauce. He didn't like the gerber brand at all, but yummys this down right away and I like that it is organic."
positive,"Our family loves these tasty and healthy sesame honey almonds by Trader Joe's.  You get the crunchy flavor of the sesame seeds combined with the subtle sweetness of the honey and almond flavoring.  Wow--it's a great snack that you feel good while eating.  It is my favorite of Trader Joe's almond snacks.  Almonds are good for you and a handful of these in the morning with a fruit smoothie or as a snack at lunch is a great way to get protein, the healthy fat and the Vitamin E that almonds offer. It's a good idea to measure out Negative/positive-Negative/Negative cup of these almonds or count the almonds out to stay in the calorie range you want to keep within. Nutritionist recommend having a small amount of almonds or walnuts each day for good fat and protein."
Negative,Are you kidding me! $NegativeNegative.00!!! I buy this all day long at popular wholesale clubs for under $Negative0.00. No more then $Negativepositive.00 at reqular stores. Watch these prices guys.
Negative,"I absolutely love this stuff, but I pay $Negative.00 to $Negative.positive0 for a 6-pack in the grocery store.  Why is this price so HIGH?"
Negative,You can get these SOOOOOOOOOOOOO much cheaper at wholesale clubs.<br /><br />I get the Negativepositive/Negative0oz(yes Negative0oz!) for $NegativeNegative or $NegativeNegative!! Its actually even cheaper then buying the bottles from the regular store!
positive,"I lived down in Louisanna for Negative0 years, and Community Coffee is what you were served when you asked for a cup of coffee. Here in Iowa I can't buy the Comm. Coffee, so when I saw the ad to order through Amazon I jumped at the offer. I got Negative bags of the Hazalnut and I am in Coffee Heaven right now, Thanks Amazon."
positive,"After becoming more and more a ""coffee person"", I've been trying various brands and flavors in an attempt to figure out which one I prefer. I've tried other brands such as Dunkin', Kirkland, and various other store brands. I came across a great deal on a Negative pack of Community Coffee so I decided to try it. The packaging isn't the best once you open it, but I have separate air tight containers which I use (as I imagine most coffee drinkers would own).<br /><br />I prefer dark/bolder roasts, and I found that Community Coffee definitely fit the bill. My girlfriend didn't like it, claiming it was too strong, which further reinforced my belief that it was at the right level for me. I brew the coffee the traditional way (coffee pot), but also via cold brewing. I've found that the cold brewed version of Community Coffee far surpasses the traditional, heat-brewing product. I'm not quite sure if this is the case for almost all coffees, but it seems even more pronounced with Community coffee."
positive,"This coffee was good but it had a distinctive aroma and taste like buttered movie theater popcorn. I am a huge hazelnut flavored coffee fan and this was good, It just doesn't typically taste like hazelnut. You may like it but I will search for a more true hazelnut flavor. Do a test, make popcorn in the microwave and then later make the coffee and you will see the similarities."
positive,"Hazelnut coffee is my favorite and our local stores don't carry it, as we live in a very small town.  The flavor and taste of this coffee is wonderful.  I  start every day with it and often have an afternoon treat of a cup of the coffee.  I will buy again and highly recommend. Arived far earlier than I anticipated."
positive,"Awesome coffee!!! I have ordered this pack of bags twice now and getting ready to order a third. If you like dunkin donuts hazelnut, but don't like the price this is a great and inexpensive alternative."
positive,"We first discovered Community Coffee while on a visit to Lake Charles, LA. And until recently it was only available in LA or by mail.  We prefere the Hazelnut blend, it has a nice rich flavor without being overly strong.  This is very good coffee.  We like it and have a standing order with Amazon to have it shipped to us at convenient intervals."
positive,"I'm not a coffee snob, so I'm not picky about what kind of coffee I purchase. I chose this because it was cheapest by the ounce and best rated. I bought <a href=""http://www.amazon.com/gp/product/B00NegativeEOpositiveWO0"">The Coffee Bean & Tea Leaf, Hand-Roasted Hazelnut Ground Coffee, NegativeNegative-Ounce Bags (Pack of Negative)</a> as my first ground coffee, and I have to say, Community Coffee smells and tastes better than Coffee Bean's! This is totally personal preference though.<br /><br />This Community Coffee ground tastes much darker and smoother and it smells good."
positive,"I'm no coffee snob but this is still much better than crap you get a Starbucks (I drink black coffee so flavor really matters when its not covered by caramel and other junk). Great coffee for a great price, especially if you get it when Amazon is offering the $Negative off coupon."
positive,"I don't drink Hazelnut coffee, but my wife says this is the best she has ever had and asked me to buy more for her."
positive,We enjoy Community Coffee when we go to New Orleans. I was glad to see it available in your online store
positive,"Very pleased with this new coffee, thanx to another user comment and good review from someone recently when I was searching for a better priced coffee. Plus more importantly the price so far is still excellent; all the others are ridiculous on pricing I have noticed, increasing by $positive or $positive in some cases.  I was getting Maxwell House Hazelnut, but this coffee is much tastier; and Maxwell House has gotten way too pricey for the quality of their hazelnut after experiencing Community's bolder flavored hazelnut.  You can actually taste Hazelnut in Community Coffee.  It's a bit bolder, but I like a good cup of coffee where you can actually taste the coffee (yeah).  I do not buy or search for Maxwell House any longer, nor do I enjoy Folgers or any of the much more expensive brands as none of them compare to the rich flavor of Community Hazelnut Coffee.  I just hope that now, finally after finding a decent tasting coffee at a good price, Amazon keeps it in stock for awhile."
positive,"It is NOT the BEST, but for the money and that extra Negative0% off, its the BEST VALUE you can get. I am very happy with my purchase and now I can drink good coffee everyday as opposed to the crap ""office"" coffee or that ""once-a-month"" expensive coffee. After buying this, I was satisfied enough to buy another Negative-pack of Cafe Special. Note: The expiration dates on my hazelnut bags are NegativeNegative/Negative0NegativeNegative."
positive,I gave this a try when it was on special and I totally Love this product Iam as fussy coffee drinker this product is just a lovely as those higher priced coffee's that tend to break my bank account ..GIVE it a TRY
positive,"My husband and I both like coffee with rich flavor and good taste, but we do not like the bitter or burnt taste some coffees have.  This Community Hazelnut has excellent flavor.  We make it fairly strong and are very pleased with this coffee."
positive,not the best coffee but it is not bad as well. we bought more after we tried the first time because for the price we've got it is fine. Godiva is still our favorite but this one is okay too.
Negative,"I HATED this coffee.  I'm much more of a Starbucks or Peet's loyalist, so maybe I'm a bit spoiled.  But after reading many positive reviews of this company I decided to give it a try.  Big mistake.  I had a hard time giving it away.  It definitely tastes like chicory.  Blagk.  Bad news."
Negative,"I bought this dog food because the bag showed pictured of veggies and chunks of meat, and with a name like ""Beneful"" I thought I was purchasing a nutritious brand of dog food. My dogs did eat this food, but after reading the ingredients I completely regret purchasing it and feel just awful for feeding it to my dogs. The first three ingredients are Ground yellow corn, chicken by-product meal, and corn gluten meal. How disgusting is that?! The main ingredient is a corn filler. One thing my vet told me a while back that I never forgot: ""When you eat corn, what comes out of the other end? The same thing happens with dogs."" Basically, dogs cannot digest corn, it is just a filler and causes them to actually eat more to feel full, poop out more, and retain less nutrients. The only meat in Beneful at all is a by-product, its not even a real meat! By-products are the stuff leftover once all the actual meat is harvested. We're talking beaks, chicken feet, eyeballs, even chicken poop! I would not recommend this product to anyone, for any reason, ever. It is an absolutely awful dog food. I can't believe the pictures of veggies and full chunks of meat on the bag can be allowed to be on the packaging of such a disgusting product; it is very misleading and should be considered false advertising.<br /><br />I recommend to stay far away from Beneful, and most Purina products. When purchasing a dog (or cat) food, the most important thing to consider is the first Negative ingredients; just make sure those first three are decent ingredients that you would eat yourself. Now that I know what to look for,  I usually buy my pets all natural, organic foods such as Blue Buffalo, Halo or Wellness."
positive,I'd rank Toffifay as tied with Ferrero Rocher for the greatest chocolate candy ever. Sadly Toffifay is impossible to find depending on where you live. I thought ordering Negativepositive packs would be overkill but I'm going through these things like nobody's business. At this rate I'll have to tack on an extra mile onto my daily running regimen
Negative,When I got this it was melted through the package and what wasn't completely destroyed was stuck to the inside of the wrappers.  You would think that if you are going to ship chocolate in the summer time you would pack it in something cold.  I wasn't very happy with it.  I love the candy and once you peeled it off the insides of the wrappers it was good.
positive,This candy has gotten harder and harder to find.  It was down to a couple convienence stores in my area that sold it and they stopped.  Now a year later I typed in Toffifay into Bing and up pops Amazon.  Great price for a great candy and I'm well stocked up for the next 6 months.  The hard part is not eating it all the first week!
positive,i have been looking for this candy for over a year..... I used to enjoy this as a young kid and now its back!! all there is to say is YUMMY!
positive,"I heard my kids talking about candy they remembered from childhood and they mentioned Toffifay,so I checked Amazon to see if it was still being sold. It was,and reasonably priced.I ordered a Negativepositive pack,and divided it among their Christmas stockings.They were really surprised and happy to find it Christmas morning.I'm glad I thought of searching Amazon!"
Negative,"I thought this would be the perfect candybar, I love hazel nuts, I love caramel, and I love chocolate.  But there is something about the chocolate filling that I don't like.<br />  they claim a whole hazel nut in each piece, but it's probably only half.  It's an OK candy, but I will never ever buy it again. I'll stick to Snickers with almonds!"
positive,"I have been experimenting with K-cup brews for almost Negative years now.  I tried Timothy's Colombia Excelencia ONLY because it was on sale and I was still looking for THE ONE.  Well, I finally found it.  Columbia Excelencia is the best breakfast coffee I have found to date.  Rich, full-bodied, with a clean non-acrid finish.  It goes well with milk and Splenda, no odd aftertaste whatsoever.  Donut shop is my favorite over ICE, Newman's Nantucket is my favorite BOLD, Timothy's Italian goes best with dessert, and Colombia Excelencia is the first thing I drink every morning."
Negative,"Very weak blend, slightly bitter aftertaste.  Noticeably light brew when brewing.  Won't purchase again, in fact, I regret this purchase.  Even on positive oz brew, still really weak taste."
positive,"I have tried many different brands and flavors of K-Cup coffees and I have to say, this one is one of the best I have ever had. I would strongly recommend it. It is very hard to find so buy it if you can get it at a good price."
positive,"This coffee is bold, dark and tasty. unlike many other types that are too watery and weak this one brews nice and strong cup of coffee."
positive,"I thought this coffee was really good, but I think the next time I order, I will order something a bit stronger."
positive,"This is by far the best decaf I've ever tried. You can't brew it on the large cup setting. You have to brew it on the 8 oz setting, don't try to stretch it to the Negative0 oz or it will be too weak. However, when brewed at 8 oz. this is smooth, tasty and tastes like coffee. Not bitter and you can't tell it's a decaf."
positive,I am from Colombia and I was looking for a coffee that tasted like back home. Everyday when I make coffee and the aroma is in the whole kitchen .. It feels like home and it tastes just like it. I love this coffee.
Negative,"We have been experimenting with different brands of K-Cups since we purchased our Keurig last Christmas.  While this one was okay, it just is not as good Green Mountain's Breakfast Blend for an everyday staple.  We haven't tried Green Mountain Columbian yet as a closer comparison.  However, when we make a larger cup of coffee with this one, the brew is noticibly weaker than with GM Breakfast Blend.<br /><br />Also, please note that we LOVE Timothy's World Italian Blend!!  It is definitely amount our favorites."
positive,"We love this medium full-flavored roast. Very smooth taste..no bitter or acidic taste, at all.Excellent coffee..good value  :)  Also, try Timothy's Kona..very good,also."
positive,"My husband has been taking this Sinus Buster tea once a day (before bedtime) for about 6 months already, he usually had a real bad sinus problem before but now it is almost completely gone. This tea is so wonderful and it really helps.  When he skipped for a few days because ran out of it then the sinus came back again. Don't want to skip it for so long anymore. Highly recommended."
positive,I'm very happy with this-- drains my ears and sinuses quite effectively.  Works better for me than guaifenisen.
positive,The sinus buster tea had an interesting aroma when seeping; it's taste is acquired not offense at least to say more like burnt bark or really overheated coffee. I had no drainage of my sinuses while drinking one cup of the tea the next morning I could feel relief of pressure and pain. I would prefer this product over any inhaled sinus relief agent. As a plus all the ingredients of the tea are on the package in english nothing unknown.
positive,"I found this tea by accident but it worked so well that i later ordered it,<br /><br />after not being able to find it again.  It really helps open nasal passages.<br /><br />Since starting to use it whenever I have bad nasal congestion, I have not<br /><br />had a sinus infection.  Everyone is different, but it sure worked for me."
positive,"I used it for a sinus infection where I lost my voice completely and had a sore throat. I found this product on yelp and went to an herbal Asian store in Chinatown in Phila. I only paid $Negative.positive0! the only difference is that I didn't get tea bags they were dissoluble cubes you place in the hot water. It worked great. It took a few hours to work but it worked!. The next day I had my voice back completely and no sore throat. One night I woke up from terrible post nasal drip cough, took a cup of this tea and it eliminated the cough and put me right to sleep. A must buy, its cheap and natural. You cant go wrong if you give it a try."
positive,Its allergy season which usually means large amounts of sudafed.  I don't particularly like the side affects of sudafed and have tried tons of different decongestants.  This is the first thing other than sudafed to actually work!  I have not tried it during a sinus migraine yet but for moderate congestion it works wonders.  Smells a bit off but the taste is just fine.  Make sure to seep it for Negative0-Negativepositive mins or it won't work.  Give it about Negative0-Negative0 mins to kick in.  Seems to last for Negative-positive hrs.  No side affects that I can tell.  So glad to be rid of the racing heart side affect and dry mouth/ sore throat that comes with sudafed.  It works great paired with a sinus rinse or netty pot.
positive,"I LOVE THIS TEA , SERIOUSLY ! MY MOM AND I SUFFER VERY BAD WITH SINUS PROBLEMS AND WE HEARD ABOUT THIS TEA CALLED SINUS BUSTERS . WE JUST HAD TO SEE WHAT ALL THE TALK WAS ABOUT , YOU KNOW . IT IS A VERY GOOD TEA THAT TAKES YOUR BLUES AWAY AND MAKE YOU SLEEP GREAT . ALOHA !"
Negative,"After reading all the great reviews, I optimistically ordered some of this tea. I've had problems with sinus congestion very often this winter and have tried all kinds of remedies with little success.  Unfortunately, this really didn't do anything for me.  The taste is OK (bearable), but it did nothing to relieve my sinus congestion.  (So far the only things I've found that have helped me somewhat are the Vicks personal warm mist humidifier and Neti Xlear)"
positive,"I have been suffering from post nasal drip and congestion for so many years, and this tea made such a big difference after a couple of days. I drink it Negative-Negative times per day and I feel so much better. I can breathe easier, and have little or no post nasal drip throughout the day."
positive,"Not sure exactly what is in it, but it really helps my sinus condition.  A family member who spent time in China said it tasted like other healing herbs she had had while there.  The taste is earthy, and takes some getting used to, but it is worth it."
Negative,"This tea didn't do anything, steal have issues with itching throat, ear and everything else. But I do enjoy the smell of it.. ill say it last up to a few hours and that's it."
Negative,"I've suffered from recurrent bouts of acute sinusitis that have only become worse and worse over the years. Every time I get an infection, my right maxillary sinus swells up like a balloon. Sleeping at night on account of this condition is terribly difficult; I often have to resort to using Afrin to decongest my sinuses, which is effective but also very painful and not a realistic, long term solution because of rebound congestion. Now I already irrigate with a motorized system, often upwards of 8-Negative0X daily when I'm sick, and drinking herbal tea has also become a pasttime to help cope with my sinus disease. That being said, I bought this tea out of sheer desperation. I'll try (and have tried) next to anything to give myself some relief while I wait for antibiotics to take effect. The only thing which I find works even close to as well as Afrin is to megadose on Psuedoephedrine (Negativepositive0 Negative-Negative times per day), which is something that is also unsustainable. So, keep in mind that the severity of my sinus condition is drastic. What I found with this tea is that it seems to help, but I can't tell whether or not it works any better than domestic teas that tout similar claims (Yogi's Breathe Deep and Cold Buster, Celestial Sleepytime Sinus Soother, and other respiratory-aiding herbal formulations). I've brewed it double-strong to try and gain the greatest effect, and again, it seems to work modestly but nothing amazing. The taste is a little bitter, but I suppose that's a fairly reasonable indicator it has beneficial compounds in it. All in all, I am likely to stick with the less exotic teas that I can buy at the grocery store. As an aside, I find Celestial's Sweet and Spicy herbal mix to have probably the best mucus thinning effect out of all the teas I've tried, though it's not at all marketed as something for this purpose. If you read everything they put in it, though, it makes sense that it would help."
Negative,"I had high hopes when I purchased this produce, shipping was amazingly fast and I've tried it a few times. I don't enjoy the taste, and since I don't sweeten my tea, it wasn't that great, and it did nothing for my sinuses. Will not purchase again but I do recommend the seller."
Negative,"I bought this tea during a major sinus infection crisis which included headache, earache, toothache. I drink multiple cups over a few days, and am sad to report it had absolutely no effect. Taste is so-so, but that's not really what matters. As every sinus sufferer knows, if eating dirt would make the pain go away, we'd eat dirt."
positive,I am having to change my original post on this tea. My husband and I both suffer from sinus problems. I made up a big tea pot (with Negative tea bags) and let it steep for Negativepositive minutes. I had Negative cups and my husband had one. Neither of us noticed any difference with our sinuses. A few days later I decided to try the tea again. I brewed one cup of tea with one tea bag. I let it sit again for several minutes. I guess the first time I tried it I did not make it strong enough. This time I noticed a difference as my sinuses are a little clearer.
positive,I used to take sudafed for my stuffy nose. I tried this tea and felt relief immediately. I usually drink this tea twice a week and have not yet felt the stuffy nose. Would highly recommend.
positive,I bought this tea based upon some research I had done into the ingredients and by reading the reviews posted here.  This tea has a wonderful flavor and smell.  I have enjoyed it very much and it helps me at bedtime with my sinus issues.  Great Stuff!
positive,"I am so please that I was able to get the tea from Amazon.  I was pleased with the service.  Sinus Buster Herbal Tea is very helpful and it gives me great relief with my allergy.<br /><br />I have been suffered with Hay Fever Allergy for the past Negative0 years or more.  First time I find a medication which is natural and no side affects compare to other medication for allergy.<br /><br />I discovered the tea at a farm market in PA on a bus ride with my church.  At first I was hesitated to purchase the tea, but somoeone who was in the same but I was, told me to buy the tea because she used it a year ago, and got great relief from it with her allergy.<br /><br />Thanks,<br /><br />MC"
positive,"But a naturapath told me to take this, vitamin D, vitamin C, and something he mixed and I got better from a 8-month sinus issue."
positive,We love sinus buster tea.  My husband thinks it's great and clears out his sinus' regularly.
Negative,"I have ordered numerous teas, potions, lotions and other remedies...BUT have never had a lack of product in an order that was sealed.  The tea bag wrapping in question was sealed without a tea bag inside.  I would have said something sooner, however...I only tried these when I had a sinus infection and the last Negative times I tried to use one...the sealed pouch was EMPTY.  BEWARE!"
positive,"I absolutely recommend this product to anyone who suffers from sinus headaches.  My brother had given me a couple of bags to try a few months ago. In the past I have had serious sinus headaches.  After drinking this tea, my headaches were gone and the clicking in my nostril had ceased! I was so relieved! I have recently drank this tea for a dry cough! Big mistake, it gave me a sore throat as well as other issues.  I will never drink it for the common cold symptoms!  Love this product though!"
Negative,"All natural beef, but too soft for my taste - doesn't have the 'snap' and drier outer surface that some like.  This is a matter of personal taste - the product is good, just not for everyone.<br />I suggest trying this company's old fashioned cold-smoked beef-sticks.  Strong hickory flavor, a good bite of spice, and drier texture.<br />This company has superb customer service!"
Negative,"Buffalo Bills Premium Snacks<br /><br />I realize that taste is an individual thing, but I thought I'd share my thoughts on these products.<br /><br />First, customer service is excellent.  I've always gotten exactly what I ordered in a very timely manner.<br /><br />So far I've ordered the following products:<br /><br />Negative) Buffalo Bills Negative.Negativelbs Mild Short Shots<br /><br />Negative) Buffalo Bills Negative.Negativelbs Hot Short Shots<br /><br />The first two short shots are very similar to Slim Jim's, just not individually wrapped, I just put them in a zip lock bag and find them very convenient to munch on( about a quarter pound per bag.<br /><br />Negative) Buffalo Bills Negative.Negativelb Extra Smokeys<br />These are very smokey, but a little too dry for my taste.<br /><br />positive) Buffalo Bills Negative6oz Premium Hickory Beef Jerky Pieces (random size<br />Taste great if you are a jerky lover.<br /><br />positive) Buffalo Bills Negative.Negativelb Pepperoni  Short Shots<br />Probably the closest to Slim Jim's of all the short shots<br /><br />6) Buffalo Bills Negative.Negativelbs Honey Strung<br />O.K. taste.  My wife hates the smell.  My Brother doesn't care much for them either.<br /><br />All- in- all, I highly recommend these products (in the order listed) and this company.<br /><br />Gunner  January, Negative0Negative0"
positive,"Buffalo Bills Premium Snacks<br /><br />I realize that taste is an individual thing, but I thought I'd share my thoughts on these products.<br /><br />First, customer service is excellent.  I've always gotten exactly what I ordered in a very timely manner.<br /><br />So far I've ordered the following products:<br /><br />Negative) Buffalo Bills Negative.Negativelbs Mild Short Shots<br /><br />Negative) Buffalo Bills Negative.Negativelbs Hot Short Shots<br /><br />The first two short shots are very similar to Slim Jim's, just not individually wrapped, I just put them in a zip lock bag and find them very convenient to munch on( about a quarter pound per bag.<br /><br />Negative) Buffalo Bills Negative.Negativelb Extra Smokeys<br />These are very smokey, but a little too dry for my taste.<br /><br />positive) Buffalo Bills Negative6oz Premium Hickory Beef Jerky Pieces (random size)<br /><br />Taste great if you are a jerky lover.<br /><br />positive) Buffalo Bills Negative.Negativelb Pepperoni  Short Shots<br />Probably the closest to Slim Jim's of all the short shots<br /><br />6) Big Buffalo Ole Smokies<br />Fatter, crisp not as crunchy as short shots, individually wrapped.<br /><br />7) Buffalo Bills Negative.Negativelbs Honey Strung<br />O.K. taste.  My wife hates the smell.  My Brother doesn't care much for them either.<br /><br />All- in- all, I highly recommend these products (in the order listed) and this company.<br /><br />Gunner  January, Negative0Negative0"
positive,"Good, light taste.  Not too strong of a flavoring, and very little, if any, aftertaste.  They go down easy,...MMMmm.  Definitely happy with the purchase."
positive,"I learned about these from a co-worker after he made a bulk purhcase of several kinds of beef sticks a year ago.  He spread them around and so I got to sample a variety: I've ordered the Honey Stung four times since then. Two other co-workers have also ordered them on several occassions this past year and they're ""believers"" too.  Additionally, we've all ordered several of the Buffalo Bills brands and they're all superb!  As long as you don't eat the whole bag, I'd also call these ""Atkins friendly"" as well, as that is also a motivator for me ordering these so many times (other than them being just being great, well-seasoned snacks).  Buy 'em, you'll love 'em!"
positive,"I enjoyed this product.  They are a good value for the amount you get.  I did not sense much honey in the product, so a bit more flavor would be nice.  I would buy again."
positive,"I though it was fresh, moist;  However, personally alittle to sweet for me.  I think i`ll stick with the John Wayne brand.  JW brand is more expensive but it seems to soot my taste buds better."
positive,"I was a little skeptical on ordering the teriyaki sticks version based on a couple of reviews but, I am happy I did. They were a soft stick as someone said but had a nice crunch when you bit in. The teriyaki was milder than others I have ordered and they were more smokey but they are called ole' smokeys. I did not get the greasy mouth feel that someone said and it did have a pleasant tasting after taste. All in all, worth a positive* rating... but it could be a positive based on individual tastes."
positive,"These snacks are very different than, say, Slim Jims. They are moist and seems less processed than many of the convenience store meat snacks out there. There was a nice hint of spice laced with honey. I would say they tasted and had a texture that I might have expected in a more expensive product. I will buy them again and will recommend them to friends and family."
positive,"I bought the Buffalo Bills Teriyaki Ole' Smokies beef sticks because I absolutely LOVE beef sticks, especially teriyaki, and I thought this would be a good buy - good quantity for the price.<br /><br />The teriyaki beef sticks themselves were very tasty and flavorful. I also loved the texture, it was very soft and tender.<br /><br />The only bad thing I'd have to say about this product is that it leaves me with a very greasy, fatty residue all over the rood of my mouth, which kind of takes away from the flavor and my ability to FULLY enjoy the product. Aside from that, I may still order it again. :)"
positive,"I purchased the Honey Stung Smokies and some of the reviews stated that they were mushy, I wouldn't go that far, but they are softer then most beef sticks but they still have a 'snap' to them. The taste is great, even the picky kids liked these smokies-I think we will try some of the other flavors. plus order these again."
Negative,Tried Mild Only.<br /><br />Amazon $Negative8 on 0Negative/NegativeNegative/Negative0NegativeNegative<br /><br />Pro<br />Good weight price value.<br /><br />Con<br />Mushy (was hoping it would be drier & firmer like other reviews stated).<br />No Snap to skin.<br />So So Flavor.<br /><br />HOT Buffalo Bills Negative.Negativelbs Short Shots taste good & have better texture.<br />Also better price/weight ratio.  Smaller peices means better portion control.
positive,really great snack for hiking or a baseball game....My son and I enjoy taking them when we go on a road trip to hold us over till we find a good restaurant!
positive,"Taste great, once in awhile you will come across a pocket of fat but its worth the risk. Anything from this supplier is good quality and value."
positive,"These have a good snap when you bite into them and a nice honey beef taste!<br />Choo Choo R Snacks always has excellent customer service, and they throw in a few samples as well!"
positive,"I really enjoyed these beef sticks. Even though I preferred them to be a little bit harder, they were tasty. I just put them in the frig and that worked out fine. Nice flavor, not too sweet or spicy. They sure didn't last in my house!"
positive,"I like this product very much. The Honey flavor makes them taste very good and they are bigger and thicker than most others I've seen. The saddlebag package is ingenious. why open and expose to the air all Negative00 when you only have to open half at a time. leave one half (positive0) completely sealed. One package of Negative00 thick beef sticks can sustain someone for a very long time. Use for emergency shelters,mountain climbing ,backpacking, camping, hiking, survival training, or any survival situation.theres plenty (Negative00), so you could sustain yourself a long time if lost.Just these very light storable beefsticks and a jar of peanut butter unopened and a large jug of water in a vehicle could sustain life for a very long time at a minimum of space and weight.They appear kind of home made, unlike any beef sticks I have seen in stores before. My dogs like them also.I break off Negative/Negative""pieces whenever they need a treat. I see nothing in the ingredients that suggest dogs can't eat them.However I want each person to evaluate this on their own not just because I say so. My positive dogs have had pieces of them now and then and love them and havent shown any signs of being sick or having less energy. I recommend them."
positive,I love this product and order it quite often for my big boys to take hunting. Just wish the seller would take the time and money to change the label to say Mild instead of spicy. It isnt spicy and they have at least put a sticker on the package but have not changed the discription on line so I thought I was actually purchasing spicy this time. Still a wonderful product.
positive,"Could only find at local Shell gas station......now I have a source to buy all I want!  Fast & secure delivery....price is great!  Will order again, and again, etc.,....."
positive,These beef sticks have a great flavor and the price seems fair. There is no label stating as to where this product needs to be refrigerated.
positive,Beef sticks and honey - what a great combination! The Ole Smokies beef sticks are full of flavor. Adding honey gives them a little twist of sweetness that just puts them over the top. The Honey Stung Ole' Smokies are always a favorite with our friends; the saddlebag pack is a perfect take-along to football parties.
Negative,"I couldn't resist the price... so many beef sticks for so cheap. However, I think I was expecting something different. The jerky has a good taste, and at first it wasn't very oily, but as they got older (and exposed to the air) I did notice some oil spots forming through the casings of the sticks. Overall, if you can consume this, say, within Negative week of opening, they are great! If you need something that will stick around longer (stick, get it?) then maybe this isn't the right product. They also sent me a free sample of some of their other products with my order, and the shipping was quick. I like the company, the beef sticks just weren't what I was looking for, I guess."
